Model: linear-relu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7450980544090271, loss: 1.1100772619247437, precision: 0.7400000095367432, recall: 0.7254902124404907, f1score: 0.7326732803449807
Model: leakyRelu-tanh-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 2.4452688694000244, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: leakyRelu-tanh-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.6666666865348816, loss: 3.3012187480926514, precision: 0.6666666865348816, recall: 0.6666666865348816, f1score: 0.6666666865348816
Model: leakyRelu-sigmoid-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.843137264251709, loss: 2.3056511878967285, precision: 0.8600000143051147, recall: 0.843137264251709, f1score: 0.8514851602943794
Model: leakyRelu-sigmoid-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7058823704719543, loss: 3.86452317237854, precision: 0.699999988079071, recall: 0.686274528503418, f1score: 0.6930693106234812
Model: leakyRelu-sigmoid-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 3.1258885860443115, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: leakyRelu-sigmoid-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7450980544090271, loss: 2.6677684783935547, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: leakyRelu-sigmoid-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7647058963775635, loss: 3.640859603881836, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: leakyRelu-leakyRelu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8235294222831726, loss: 2.7284581661224365, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: leakyRelu-leakyRelu-relu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8039215803146362, loss: 4.034899711608887, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: leakyRelu-leakyRelu-tanh-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8235294222831726, loss: 2.0595903396606445, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: leakyRelu-leakyRelu-sigmoid-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.8039215803146362, loss: 2.0373685359954834, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: leakyRelu-leakyRelu-leakyRelu-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-Adam_Nodes-64. Accuracy: 0.7843137383460999, loss: 3.4447383880615234, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
REF: Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7254902124404907, loss: 1.3483446836471558, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.01_OPT-SGD_Nodes-32. Accuracy: 0.8039215803146362, loss: 1.7017902135849, precision: 0.8199999928474426, recall: 0.8039215803146362, f1score: 0.8118811905728801
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-0.01_OPT-SGD_Nodes-32. Accuracy: 0.8039215803146362, loss: 1.634074330329895, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-0.01_OPT-SGD_Nodes-32. Accuracy: 0.843137264251709, loss: 0.770525336265564, precision: 0.8333333134651184, recall: 0.7843137383460999, f1score: 0.8080808055630725
Model: tanh-relu-linear-Yes_Drop0.1_No_batch-softmax_LR-0.01_OPT-SGD_Nodes-32. Accuracy: 0.686274528503418, loss: 2.7015984058380127, precision: 0.686274528503418, recall: 0.686274528503418, f1score: 0.686274528503418
Model: tanh-relu-linear-Yes_Drop0.2_No_batch-softmax_LR-0.01_OPT-SGD_Nodes-32. Accuracy: 0.7058823704719543, loss: 1.8115543127059937, precision: 0.7200000286102295, recall: 0.7058823704719543, f1score: 0.7128713100917806
Model: tanh-relu-linear-Yes_Drop0.5_No_batch-softmax_LR-0.01_OPT-SGD_Nodes-32. Accuracy: 0.8823529481887817, loss: 1.3983935117721558, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-relu-linear-No_Drop_Yes_batch-softmax_LR-0.01_OPT-SGD_Nodes-32. Accuracy: 0.6078431606292725, loss: 3.1956098079681396, precision: 0.6000000238418579, recall: 0.5882353186607361, f1score: 0.5940594301423819
Model: tanh-relu-linear-No_Drop_No_batch-softmax_LR-0.01_OPT-SGD_Nodes-32. Accuracy: 0.6078431606292725, loss: 4.0585618019104, precision: 0.6078431606292725, recall: 0.6078431606292725, f1score: 0.6078431606292725
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.01_OPT-SGD_Nodes-64. Accuracy: 0.7058823704719543, loss: 2.2025086879730225, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-0.01_OPT-SGD_Nodes-64. Accuracy: 0.8039215803146362, loss: 2.3931562900543213, precision: 0.8039215803146362, recall: 0.8039215803146362, f1score: 0.8039215803146362
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-0.01_OPT-SGD_Nodes-64. Accuracy: 0.8627451062202454, loss: 0.9680384993553162, precision: 0.8627451062202454, recall: 0.8627451062202454, f1score: 0.8627451062202454
Model: tanh-relu-linear-Yes_Drop0.1_No_batch-softmax_LR-0.01_OPT-SGD_Nodes-64. Accuracy: 0.7058823704719543, loss: 2.892176866531372, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: tanh-relu-linear-Yes_Drop0.2_No_batch-softmax_LR-0.01_OPT-SGD_Nodes-64. Accuracy: 0.7647058963775635, loss: 2.7713820934295654, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: tanh-relu-linear-Yes_Drop0.5_No_batch-softmax_LR-0.01_OPT-SGD_Nodes-64. Accuracy: 0.7843137383460999, loss: 1.931232213973999, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: tanh-relu-linear-No_Drop_Yes_batch-softmax_LR-0.01_OPT-SGD_Nodes-64. Accuracy: 0.7058823704719543, loss: 3.0548131465911865, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: tanh-relu-linear-No_Drop_No_batch-softmax_LR-0.01_OPT-SGD_Nodes-64. Accuracy: 0.6274510025978088, loss: 2.695798635482788, precision: 0.6274510025978088, recall: 0.6274510025978088, f1score: 0.6274510025978088
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.01_OPT-SGD_Nodes-128. Accuracy: 0.7450980544090271, loss: 2.976292610168457, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-0.01_OPT-SGD_Nodes-128. Accuracy: 0.7843137383460999, loss: 2.6940605640411377, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-0.01_OPT-SGD_Nodes-128. Accuracy: 0.8823529481887817, loss: 1.3482396602630615, precision: 0.8823529481887817, recall: 0.8823529481887817, f1score: 0.8823529481887817
Model: tanh-relu-linear-Yes_Drop0.1_No_batch-softmax_LR-0.01_OPT-SGD_Nodes-128. Accuracy: 0.686274528503418, loss: 3.105165958404541, precision: 0.686274528503418, recall: 0.686274528503418, f1score: 0.686274528503418
Model: tanh-relu-linear-Yes_Drop0.2_No_batch-softmax_LR-0.01_OPT-SGD_Nodes-128. Accuracy: 0.7450980544090271, loss: 2.9627153873443604, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: tanh-relu-linear-Yes_Drop0.5_No_batch-softmax_LR-0.01_OPT-SGD_Nodes-128. Accuracy: 0.8235294222831726, loss: 2.132925033569336, precision: 0.8235294222831726, recall: 0.8235294222831726, f1score: 0.8235294222831726
Model: tanh-relu-linear-No_Drop_Yes_batch-softmax_LR-0.01_OPT-SGD_Nodes-128. Accuracy: 0.6666666865348816, loss: 2.4406983852386475, precision: 0.6666666865348816, recall: 0.6666666865348816, f1score: 0.6666666865348816
Model: tanh-relu-linear-No_Drop_No_batch-softmax_LR-0.01_OPT-SGD_Nodes-128. Accuracy: 0.686274528503418, loss: 2.192254066467285, precision: 0.686274528503418, recall: 0.686274528503418, f1score: 0.686274528503418
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.001_OPT-SGD_Nodes-32. Accuracy: 0.7058823704719543, loss: 1.6557817459106445, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-0.001_OPT-SGD_Nodes-32. Accuracy: 0.7450980544090271, loss: 0.948542594909668, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-0.001_OPT-SGD_Nodes-32. Accuracy: 0.7647058963775635, loss: 0.6000196933746338, precision: 0.7857142686843872, recall: 0.6470588445663452, f1score: 0.7096774250610061
Model: tanh-relu-linear-Yes_Drop0.1_No_batch-softmax_LR-0.001_OPT-SGD_Nodes-32. Accuracy: 0.5490196347236633, loss: 1.7587589025497437, precision: 0.5600000023841858, recall: 0.5490196347236633, f1score: 0.5544554604208826
Model: tanh-relu-linear-Yes_Drop0.2_No_batch-softmax_LR-0.001_OPT-SGD_Nodes-32. Accuracy: 0.6470588445663452, loss: 1.4854217767715454, precision: 0.6734693646430969, recall: 0.6470588445663452, f1score: 0.6599999998450272
Model: tanh-relu-linear-Yes_Drop0.5_No_batch-softmax_LR-0.001_OPT-SGD_Nodes-32. Accuracy: 0.7058823704719543, loss: 0.7218854427337646, precision: 0.739130437374115, recall: 0.6666666865348816, f1score: 0.7010309399853021
Model: tanh-relu-linear-No_Drop_Yes_batch-softmax_LR-0.001_OPT-SGD_Nodes-32. Accuracy: 0.6274510025978088, loss: 1.9543241262435913, precision: 0.6399999856948853, recall: 0.6274510025978088, f1score: 0.6336633706487818
Model: tanh-relu-linear-No_Drop_No_batch-softmax_LR-0.001_OPT-SGD_Nodes-32. Accuracy: 0.6078431606292725, loss: 1.9753851890563965, precision: 0.6200000047683716, recall: 0.6078431606292725, f1score: 0.613861400395582
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.001_OPT-SGD_Nodes-64. Accuracy: 0.686274528503418, loss: 1.8084717988967896, precision: 0.686274528503418, recall: 0.686274528503418, f1score: 0.686274528503418
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-0.001_OPT-SGD_Nodes-64. Accuracy: 0.7450980544090271, loss: 1.222549319267273, precision: 0.7450980544090271, recall: 0.7450980544090271, f1score: 0.7450980544090271
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-0.001_OPT-SGD_Nodes-64. Accuracy: 0.7647058963775635, loss: 0.6517809629440308, precision: 0.7872340679168701, recall: 0.7254902124404907, f1score: 0.7551020613465395
Model: tanh-relu-linear-Yes_Drop0.1_No_batch-softmax_LR-0.001_OPT-SGD_Nodes-64. Accuracy: 0.7254902124404907, loss: 1.730802059173584, precision: 0.7200000286102295, recall: 0.7058823704719543, f1score: 0.7128713100917806
Model: tanh-relu-linear-Yes_Drop0.2_No_batch-softmax_LR-0.001_OPT-SGD_Nodes-64. Accuracy: 0.686274528503418, loss: 1.62575364112854, precision: 0.686274528503418, recall: 0.686274528503418, f1score: 0.686274528503418
Model: tanh-relu-linear-Yes_Drop0.5_No_batch-softmax_LR-0.001_OPT-SGD_Nodes-64. Accuracy: 0.7254902124404907, loss: 0.7227975726127625, precision: 0.7551020383834839, recall: 0.7254902124404907, f1score: 0.7400000073432921
Model: tanh-relu-linear-No_Drop_Yes_batch-softmax_LR-0.001_OPT-SGD_Nodes-64. Accuracy: 0.7058823704719543, loss: 1.5094529390335083, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: tanh-relu-linear-No_Drop_No_batch-softmax_LR-0.001_OPT-SGD_Nodes-64. Accuracy: 0.6666666865348816, loss: 1.6561726331710815, precision: 0.6666666865348816, recall: 0.6666666865348816, f1score: 0.6666666865348816
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.001_OPT-SGD_Nodes-128. Accuracy: 0.7843137383460999, loss: 1.4522186517715454, precision: 0.7843137383460999, recall: 0.7843137383460999, f1score: 0.7843137383460999
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-0.001_OPT-SGD_Nodes-128. Accuracy: 0.7647058963775635, loss: 1.5956337451934814, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-0.001_OPT-SGD_Nodes-128. Accuracy: 0.7254902124404907, loss: 0.7228944301605225, precision: 0.7708333134651184, recall: 0.7254902124404907, f1score: 0.7474747468179466
Model: tanh-relu-linear-Yes_Drop0.1_No_batch-softmax_LR-0.001_OPT-SGD_Nodes-128. Accuracy: 0.686274528503418, loss: 2.050903558731079, precision: 0.686274528503418, recall: 0.686274528503418, f1score: 0.686274528503418
Model: tanh-relu-linear-Yes_Drop0.2_No_batch-softmax_LR-0.001_OPT-SGD_Nodes-128. Accuracy: 0.7254902124404907, loss: 1.5840659141540527, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: tanh-relu-linear-Yes_Drop0.5_No_batch-softmax_LR-0.001_OPT-SGD_Nodes-128. Accuracy: 0.7254902124404907, loss: 0.9759519696235657, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: tanh-relu-linear-No_Drop_Yes_batch-softmax_LR-0.001_OPT-SGD_Nodes-128. Accuracy: 0.7254902124404907, loss: 1.783463716506958, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: tanh-relu-linear-No_Drop_No_batch-softmax_LR-0.001_OPT-SGD_Nodes-128. Accuracy: 0.6078431606292725, loss: 1.8306337594985962, precision: 0.6078431606292725, recall: 0.6078431606292725, f1score: 0.6078431606292725
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0001_OPT-SGD_Nodes-32. Accuracy: 0.6274510025978088, loss: 0.9967376589775085, precision: 0.6739130616188049, recall: 0.6078431606292725, f1score: 0.6391752788143541
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-0.0001_OPT-SGD_Nodes-32. Accuracy: 0.5686274766921997, loss: 0.9556460380554199, precision: 0.6666666865348816, recall: 0.5490196347236633, f1score: 0.6021505619062965
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-0.0001_OPT-SGD_Nodes-32. Accuracy: 0.6078431606292725, loss: 0.9866225123405457, precision: 0.75, recall: 0.1764705926179886, f1score: 0.28571429145849747
Model: tanh-relu-linear-Yes_Drop0.1_No_batch-softmax_LR-0.0001_OPT-SGD_Nodes-32. Accuracy: 0.6274510025978088, loss: 0.9402768015861511, precision: 0.6829268336296082, recall: 0.5490196347236633, f1score: 0.608695670427131
Model: tanh-relu-linear-Yes_Drop0.2_No_batch-softmax_LR-0.0001_OPT-SGD_Nodes-32. Accuracy: 0.6470588445663452, loss: 0.9283502697944641, precision: 0.699999988079071, recall: 0.5490196347236633, f1score: 0.615384627663992
Model: tanh-relu-linear-Yes_Drop0.5_No_batch-softmax_LR-0.0001_OPT-SGD_Nodes-32. Accuracy: 0.6078431606292725, loss: 0.9636591076850891, precision: 0.6785714030265808, recall: 0.37254902720451355, f1score: 0.48101265814189326
Model: tanh-relu-linear-No_Drop_Yes_batch-softmax_LR-0.0001_OPT-SGD_Nodes-32. Accuracy: 0.6470588445663452, loss: 1.1818702220916748, precision: 0.6530612111091614, recall: 0.6274510025978088, f1score: 0.640000005125999
Model: tanh-relu-linear-No_Drop_No_batch-softmax_LR-0.0001_OPT-SGD_Nodes-32. Accuracy: 0.6078431606292725, loss: 1.0450725555419922, precision: 0.5952380895614624, recall: 0.4901960790157318, f1score: 0.537634406638071
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0001_OPT-SGD_Nodes-64. Accuracy: 0.7254902124404907, loss: 0.7554293870925903, precision: 0.7446808218955994, recall: 0.686274528503418, f1score: 0.7142857109964109
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-0.0001_OPT-SGD_Nodes-64. Accuracy: 0.6666666865348816, loss: 0.8489829897880554, precision: 0.7021276354789734, recall: 0.6470588445663452, f1score: 0.6734693880654129
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-0.0001_OPT-SGD_Nodes-64. Accuracy: 0.5882353186607361, loss: 0.9201352000236511, precision: 0.7058823704719543, recall: 0.47058823704719543, f1score: 0.5647058892250061
Model: tanh-relu-linear-Yes_Drop0.1_No_batch-softmax_LR-0.0001_OPT-SGD_Nodes-64. Accuracy: 0.6274510025978088, loss: 0.978851318359375, precision: 0.6595744490623474, recall: 0.6078431606292725, f1score: 0.6326530651344148
Model: tanh-relu-linear-Yes_Drop0.2_No_batch-softmax_LR-0.0001_OPT-SGD_Nodes-64. Accuracy: 0.7058823704719543, loss: 0.8795411586761475, precision: 0.7560975551605225, recall: 0.6078431606292725, f1score: 0.6739130555343985
Model: tanh-relu-linear-Yes_Drop0.5_No_batch-softmax_LR-0.0001_OPT-SGD_Nodes-64. Accuracy: 0.6274510025978088, loss: 0.9241650700569153, precision: 0.6756756901741028, recall: 0.4901960790157318, f1score: 0.5681818237004816
Model: tanh-relu-linear-No_Drop_Yes_batch-softmax_LR-0.0001_OPT-SGD_Nodes-64. Accuracy: 0.6666666865348816, loss: 1.459022879600525, precision: 0.6666666865348816, recall: 0.6666666865348816, f1score: 0.6666666865348816
Model: tanh-relu-linear-No_Drop_No_batch-softmax_LR-0.0001_OPT-SGD_Nodes-64. Accuracy: 0.6666666865348816, loss: 0.89588463306427, precision: 0.7272727489471436, recall: 0.6274510025978088, f1score: 0.673684232624614
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0001_OPT-SGD_Nodes-128. Accuracy: 0.7058823704719543, loss: 1.025904655456543, precision: 0.7200000286102295, recall: 0.7058823704719543, f1score: 0.7128713100917806
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-0.0001_OPT-SGD_Nodes-128. Accuracy: 0.7254902124404907, loss: 0.8471094965934753, precision: 0.75, recall: 0.7058823704719543, f1score: 0.7272727365774008
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-0.0001_OPT-SGD_Nodes-128. Accuracy: 0.6078431606292725, loss: 0.9011967778205872, precision: 0.6842105388641357, recall: 0.5098039507865906, f1score: 0.5842696866849472
Model: tanh-relu-linear-Yes_Drop0.1_No_batch-softmax_LR-0.0001_OPT-SGD_Nodes-128. Accuracy: 0.6078431606292725, loss: 0.9585604071617126, precision: 0.625, recall: 0.5882353186607361, f1score: 0.6060606190871489
Model: tanh-relu-linear-Yes_Drop0.2_No_batch-softmax_LR-0.0001_OPT-SGD_Nodes-128. Accuracy: 0.6274510025978088, loss: 0.8413811326026917, precision: 0.6818181872367859, recall: 0.5882353186607361, f1score: 0.6315789638397764
Model: tanh-relu-linear-Yes_Drop0.5_No_batch-softmax_LR-0.0001_OPT-SGD_Nodes-128. Accuracy: 0.6274510025978088, loss: 0.9335398077964783, precision: 0.7105262875556946, recall: 0.529411792755127, f1score: 0.6067415811605865
Model: tanh-relu-linear-No_Drop_Yes_batch-softmax_LR-0.0001_OPT-SGD_Nodes-128. Accuracy: 0.686274528503418, loss: 1.1181986331939697, precision: 0.686274528503418, recall: 0.686274528503418, f1score: 0.686274528503418
Model: tanh-relu-linear-No_Drop_No_batch-softmax_LR-0.0001_OPT-SGD_Nodes-128. Accuracy: 0.6666666865348816, loss: 0.9306353330612183, precision: 0.7021276354789734, recall: 0.6470588445663452, f1score: 0.6734693880654129
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-32. Accuracy: 0.6666666865348816, loss: 1.2790697813034058, precision: 0.6666666865348816, recall: 0.6666666865348816, f1score: 0.6666666865348816
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-32. Accuracy: 0.8039215803146362, loss: 0.6352510452270508, precision: 0.8163265585899353, recall: 0.7843137383460999, f1score: 0.800000020122528
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-32. Accuracy: 0.7058823704719543, loss: 0.7984740138053894, precision: 0.7209302186965942, recall: 0.6078431606292725, f1score: 0.6595744760449838
Model: tanh-relu-linear-Yes_Drop0.1_No_batch-softmax_LR-0.0005_OPT-SGD_Nodes-32. Accuracy: 0.686274528503418, loss: 1.6283961534500122, precision: 0.7142857313156128, recall: 0.686274528503418, f1score: 0.7000000179052353
Model: tanh-relu-linear-Yes_Drop0.2_No_batch-softmax_LR-0.0005_OPT-SGD_Nodes-32. Accuracy: 0.7254902124404907, loss: 0.7811602354049683, precision: 0.7200000286102295, recall: 0.7058823704719543, f1score: 0.7128713100917806
Model: tanh-relu-linear-Yes_Drop0.5_No_batch-softmax_LR-0.0005_OPT-SGD_Nodes-32. Accuracy: 0.6666666865348816, loss: 0.817188560962677, precision: 0.738095223903656, recall: 0.6078431606292725, f1score: 0.6666666749364746
Model: tanh-relu-linear-No_Drop_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-32. Accuracy: 0.6470588445663452, loss: 1.6750293970108032, precision: 0.6399999856948853, recall: 0.6274510025978088, f1score: 0.6336633706487818
Model: tanh-relu-linear-No_Drop_No_batch-softmax_LR-0.0005_OPT-SGD_Nodes-32. Accuracy: 0.7254902124404907, loss: 1.4948160648345947, precision: 0.7254902124404907, recall: 0.7254902124404907, f1score: 0.7254902124404907
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7647058963775635, loss: 0.9561899304389954, precision: 0.7551020383834839, recall: 0.7254902124404907, f1score: 0.7400000073432921
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.686274528503418, loss: 0.7878406047821045, precision: 0.7272727489471436, recall: 0.6274510025978088, f1score: 0.673684232624614
Model: tanh-relu-linear-Yes_Drop0.1_No_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.686274528503418, loss: 1.3087018728256226, precision: 0.686274528503418, recall: 0.686274528503418, f1score: 0.686274528503418
Model: tanh-relu-linear-Yes_Drop0.2_No_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.6470588445663452, loss: 1.1465661525726318, precision: 0.6734693646430969, recall: 0.6470588445663452, f1score: 0.6599999998450272
Model: tanh-relu-linear-Yes_Drop0.5_No_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.686274528503418, loss: 0.8622257113456726, precision: 0.760869562625885, recall: 0.686274528503418, f1score: 0.7216494937089515
Model: tanh-relu-linear-No_Drop_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.7058823704719543, loss: 1.6421747207641602, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: tanh-relu-linear-No_Drop_No_batch-softmax_LR-0.0005_OPT-SGD_Nodes-64. Accuracy: 0.686274528503418, loss: 1.46290922164917, precision: 0.686274528503418, recall: 0.686274528503418, f1score: 0.686274528503418
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-128. Accuracy: 0.7647058963775635, loss: 1.8458622694015503, precision: 0.7647058963775635, recall: 0.7647058963775635, f1score: 0.7647058963775635
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-128. Accuracy: 0.7058823704719543, loss: 1.452933669090271, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-128. Accuracy: 0.7450980544090271, loss: 0.6719660758972168, precision: 0.7551020383834839, recall: 0.7254902124404907, f1score: 0.7400000073432921
Model: tanh-relu-linear-Yes_Drop0.1_No_batch-softmax_LR-0.0005_OPT-SGD_Nodes-128. Accuracy: 0.686274528503418, loss: 1.5595251321792603, precision: 0.686274528503418, recall: 0.686274528503418, f1score: 0.686274528503418
Model: tanh-relu-linear-Yes_Drop0.2_No_batch-softmax_LR-0.0005_OPT-SGD_Nodes-128. Accuracy: 0.686274528503418, loss: 1.4043806791305542, precision: 0.699999988079071, recall: 0.686274528503418, f1score: 0.6930693106234812
Model: tanh-relu-linear-Yes_Drop0.5_No_batch-softmax_LR-0.0005_OPT-SGD_Nodes-128. Accuracy: 0.7254902124404907, loss: 0.7302721738815308, precision: 0.7142857313156128, recall: 0.686274528503418, f1score: 0.7000000179052353
Model: tanh-relu-linear-No_Drop_Yes_batch-softmax_LR-0.0005_OPT-SGD_Nodes-128. Accuracy: 0.7058823704719543, loss: 1.233339548110962, precision: 0.7058823704719543, recall: 0.7058823704719543, f1score: 0.7058823704719543
Model: tanh-relu-linear-No_Drop_No_batch-softmax_LR-0.0005_OPT-SGD_Nodes-128. Accuracy: 0.686274528503418, loss: 1.4923882484436035, precision: 0.6800000071525574, recall: 0.6666666865348816, f1score: 0.6732673403702814
Model: tanh-relu-linear-Yes_Drop0.1_Yes_batch-softmax_LR-1e-05_OPT-SGD_Nodes-32. Accuracy: 0.5490196347236633, loss: 0.9948818683624268, precision: 0.5853658318519592, recall: 0.47058823704719543, f1score: 0.5217391228504012
Model: tanh-relu-linear-Yes_Drop0.2_Yes_batch-softmax_LR-1e-05_OPT-SGD_Nodes-32. Accuracy: 0.5098039507865906, loss: 0.9871447086334229, precision: 0.6000000238418579, recall: 0.4117647111415863, f1score: 0.48837210462021136
Model: tanh-relu-linear-Yes_Drop0.5_Yes_batch-softmax_LR-1e-05_OPT-SGD_Nodes-32. Accuracy: 0.5098039507865906, loss: 1.0638771057128906, precision: 0.3333333432674408, recall: 0.05882352963089943, f1score: 0.1000000007636845
